abl,1.407712883
abov-averag,2.084725871
abras,1.677844332
absent,-0.042352114
absolut,0.258007881
abstract,0.384039689
absurd,-0.290799424
accept,1.122558917
accident,0.227880409
accur,1.802934506
acid,-0.148308185
acoust,1.922320019
acrost,2.050237494
action,0.575659792
activ,1.578380303
actual,0.709298052
acut,-0.111613385
adapt,2.644188778
addit,1.183100401
address,1.150964985
adequ,1.054710971
adjac,1.46635123
adjust,0.127292921
adopt,1.106821023
ador,1.358595891
adventur,2.082658972
aerob,0.479009105
aerodynam,1.55428
affluent,-1.743550439
afford,2.256167449
aflam,-0.001601437
afraid,-0.318794836
aggress,0.492424742
air-condit,3.421796357
airi,2.732810792
alcohol,0.228879713
aliv,1.00984837
all-around,1.930397724
all-clear,0.8493248
all-out,0.563050209
all-purpos,3.495900958
all-star,0.974469987
all-weather,2.366383237
all-you-can-eat,2.035737925
altern,0.794558083
altruist,0.960970156
amaz,1.111062687
ampl,2.135484781
anal,-0.587468831
ancient,0.921936039
anem,-0.488788722
angri,-0.695115885
angular,0.885523349
annoi,1.785194463
annual,0.952734263
anti-glare,3.059007704
anxiou,0.308784509
apologet,0.092144446
appar,0.197637723
appeal,1.284702748
applic,1.040587324
appreci,2.511211278
appropri,0.999623185
archetyp,0.576306306
architectur,2.067111313
arrog,-0.337143662
artifici,-5.164775397
artist,1.255026759
asian,-0.274721474
as-is,1.498717487
assert,1.622599958
assi,1.120626822
astut,1.691783523
atroci,-0.856653101
attent,2.115825836
attract,2.381924087
audio,1.17188892
automat,1.696559082
automot,0.132681777
auxiliari,0.902764059
avail,2.043974075
averag,0.550915788
averag-size,3.220162496
averag-size,2.143896601
avid,1.806040703
awak,0.85009788
award-win,2.604503198
awar,0.460795203
awesom,1.678404494
aw,-0.597229949
awkward,-0.006006616
bad,-3.511718609
bake,1.914175945
bake-on,2.922081143
balanc,1.846854269
balki,0.383661228
bang-up,1.635199995
bare,-0.153658583
basic,1.13327971
bass-heavi,1.514905761
b-boi,-0.054459884
beat-heavi,1.3132719
beauti,2.066842714
beefi,-0.719894964
beig,1.976236913
believ,1.343019243
belov,0.35346099
benevol,1.005892114
best-handl,1.635199995
bestsel,0.728309399
better-feel,1.563646734
biblic,0.839755936
big,0.128867069
big-breast,-0.053510431
big-heart,1.545002186
big-multi,1.967775334
big-screen,1.258824116
big-time,0.250987622
bi-level,2.742115199
bite-size,2.581261188
bizarr,-0.400106874
black,-0.087144417
black-market,-0.076674618
bland,0.450775424
blatant,-0.588880777
bleari-ei,0.345693378
blind,-0.839730735
blond,-0.156825375
blue,0.939445518
blunt,0.262645827
bold,0.483196902
book-line,2.120626822
bore,0.9520571
bore,0.50271946
bothersom,0.239271319
bottl,1.435262424
bouffant,0.161268807
bounci,1.511211278
boxi,1.483196902
braid,1.937762765
brainless,-0.139240305
brand-new,1.514905761
brand-spankin'-new,0.898234401
brassi,1.3132719
breathtak,2.285964554
breath-take,1.635199995
brief,1.473037035
bright,1.50118789
broad,1.335639713
bronz,2.086386498
brown,1.122143055
brutal,-0.532151063
bubbl,1.659046737
budget-consciou,3.013711618
budget-mind,4.120626822
built-in,1.799301231
built-to-last,2.3132719
bulki,0.825721901
bumpi,0.241718639
businesslik,2.050237494
bu-like,0.576306306
busi,1.181852459
calm,1.384204207
capabl,1.432900761
capitalist,-0.428930342
care,0.86123051
casual,1.734381589
cat-call,0.078806646
catchi,1.798698727
cautiou,0.507919331
cavern,0.675841979
center,1.470829509
central,0.974863179
centrifug,2.447127647
ceram,2.600434577
ceremoni,1.428749117
certain,0.451035627
challeng,1.580143992
characterist,0.657018105
charismat,1.070000749
charm,2.057432996
cheap,1.380440925
cheap-o,1.746231307
cheeki,0.787203088
chief,0.922969359
childish,-0.551376247
child-like,0.220162496
chill-out,2.601516869
choppi,0.3132719
chunki,1.084647525
cinemat,0.708131517
circular,1.110284878
civil,0.532557073
civil,0.442554917
classic,1.163791001
classi,1.489594673
clean,1.580104932
clear,0.987360291
clever,1.111437651
climat,0.206356696
cloudless,1.522725266
club-readi,1.3132719
clumsi,-0.434340938
coars,0.765607941
cocki,0.432570828
coher,1.395307669
cold,0.292216825
color,1.249141563
color,2.437967648
color-match,2.545932657
colour,1.483196902
comed,1.083790054
comfort,2.78838722
comic,0.36236645
comic,0.173094242
commend,1.545932657
commensur,2.772703519
commerci,0.577894303
commerci-style,3.483196902
commerci-type,3.372165589
common,0.788699961
commonplac,-0.18922844
compact,2.367138772
compar,0.972387157
compat,1.705589323
compel,1.496871838
compet,1.961286571
competit,2.285375715
complementari,1.342536495
complet,2.268922774
complex,1.034337407
complimentari,2.762579301
comprehens,1.979901797
compuls,-0.607293632
conceptu,1.244410042
concret,1.281839392
condens,1.235269388
conduc,2.25923206
conduct,1.60084849
confid,2.008287946
conformist,0.187741018
confus,-0.267977098
congest,-0.561197218
consciou,0.478016662
conserv,0.39573406
consider,0.654828802
