abl,0.125
unbl,-0.75
dorsl,0.0
entrl,0.0
croscop,0.0
bsiscop,0.0
bduct,0.0
dducti,0.0
nscent,0.0
emerg,0.0
dissili,0.25
prturient,0.25
dy,-0.5
moribund,0.0
lst,0.0
bridg,0.0
shorten,0.0
hlf-length,0.0
pot,0.0
unbridg,0.0
uncut,0.5
bsolut,0.5
direct,0.5
unquest,-0.375
infinit,0.125
li,0.0
relti,-0.25
reltionl,0.0
bsorpti,0.0
sorbefci,0.375
ssimiltori,-0.75
hygroscop,0.0
recepti,-0.125
shock-bsorbent,0.0
spongi,0.0
thirsti,0.0
nonbsorpti,-0.5
resistnt,-0.5
surfc-ssimilti,0.0
chemosorpti,-0.25
nondsorpti,-0.25
bsorbbl,0.5
dsorbt,0.25
bstemiou,0.0
bstinent,-0.625
sprtn,0.25
glutton,0.0
crpulou,0.0
wolfish,0.0
greedi,0.0
swinish,-0.125
too-greedi,-0.25
bstrct,0.0
notionl,0.375
conceptul,0.125
idel,0.0
ideologicl,0.0
concret,0.0
objecti,0.0
tngibl,0.0
bundnt,-0.25
glore,-0.25
rich,0.125
olumin,0.0
esi,0.125
riotou,-0.25
thick,-0.5
long,-0.25
rife,-0.375
plenti,-0.25
rmpnt,0.0
rnk,-0.25
superbundnt,-0.375
teem,0.0
torrentil,-0.375
erdnt,-0.375
scrce,-0.25
rre,-0.875
tight,-0.625
mistret,-0.625
bttere,-0.75
unbus,0.125
cceptbl,0.625
bnkble,0.25
unimpechbl,-0.375
unobjectionbl,-0.5
uncceptbl,-0.25
objectionbl,-0.375
ccessibl,0.625
rechbl,0.375
gettbl,0.625
redi_to_hnd,0.0
unccess,0.375
remot,0.125
untrodden,-0.125
unrech,0.0
ungettbl,-0.625
ccommodti,0.5
oblig,0.0
unoblig,0.0
uncooperti,-0.125
ccurt,0.5
fith,0.625
ded-on,0.375
high-fidel,0.375
surgicl,0.5
stright,0.0
true,0.125
erciou,0.875
inccurt,-0.5
outsid,0.0
wrong,-0.625
unfith,-0.5
wide_of_the_mrk,-0.625
ccustom,0.125
wont_to,-0.375
unccustom,-0.75
new,-0.125
unus,-0.125
cidic,-0.125
cid,-0.375
cid-form,-0.5
lkline,0.0
lklescent,-0.25
bsic,0.25
bse-form,0.0
sltlike,0.125
mphoter,0.5
cid-lo,-0.25
cidur,0.0
lkline-lo,-0.25
cknowledg,0.375
recogn,0.0
self-confess,-0.125
ssumpti,0.25
declrbl,0.375
grnted,0.0
putti,0.0
uncknowledg,-0.625
unlu,-0.375
unow,0.25
unconfess,-0.375
unrecogn,-0.5
cquisiti,0.0
ccumulti,0.375
prehensil,0.0
possessi,0.0
plunder,0.0
predtori,0.0
orciou,-0.25
sordid,-0.5
uncquisiti,-0.5
cropetl,0.0
bsipetl,0.0
ctie,0.375
stir,0.25
gymnstic,0.375
spry,0.0
hot,0.5
oercti,0.25
